"SOLICITUDORIGINAL";"N_ORDEN_DISTRIBU";"SOLICITUD";"FECHA_CREACION_ORDEN";"ORIGEN";"CANCELADO"
"20170413003293798059";"118567366";111120561;"13-04-2017 11:01:04";"24374";"No Cancelado"
"111113187";"118565923";111113187;"13-04-2017 10:00:27";"24374";"No Cancelado"
"111111652";"118565929";111111652;"13-04-2017 10:00:28";"23825";"No Cancelado"
"111112663";"118565931";111112663;"13-04-2017 10:00:28";"34562";"No Cancelado"
"111110943";"118565914";111110943;"13-04-2017 10:00:27";"32664";"No Cancelado"
"111113396";"118565918";111113396;"13-04-2017 10:00:27";"30175";"No Cancelado"
"111114002";"118567370";111114002;"13-04-2017 11:01:04";"24247";"No Cancelado"
"111114304";"118567372";111114304;"13-04-2017 11:01:04";"21367";"No Cancelado"
"111116482";"118567368";111116482;"13-04-2017 11:01:04";"34160";"No Cancelado"
"111120514";"118567369";111120514;"13-04-2017 11:01:04";"24641";"No Cancelado"
"111078680";"118592122";111078680;"13-04-2017 18:27:09";"87";"No Cancelado"
"111078739";"118583682";111078739;"13-04-2017 15:44:32";"64";"No Cancelado"
"111124280";"118570761";111124280;"13-04-2017 11:49:43";"24440";"No Cancelado"
"111110733";"118572571";111110733;"13-04-2017 12:00:41";"24374";"No Cancelado"
"111126678";"118572580";111126678;"13-04-2017 12:00:42";"24374";"No Cancelado"
"111122208";"118572579";111122208;"13-04-2017 12:00:42";"21367";"No Cancelado"
"111076282";"118592084";111076282;"13-04-2017 18:22:12";"10";"No Cancelado"
"111077923";"118592121";111077923;"13-04-2017 18:27:04";"87";"No Cancelado"
"111104631";"118592124";111104631;"13-04-2017 18:27:39";"60";"No Cancelado"
"111106830";"118585885";111106830;"13-04-2017 16:33:27";"30";"No Cancelado"
"111081605";"118584086";111081605;"13-04-2017 15:48:43";"17";"No Cancelado"
"111079572";"118584088";111079572;"13-04-2017 15:48:53";"17";"No Cancelado"
"111088330";"118584102";111088330;"13-04-2017 15:51:52";"37";"No Cancelado"
"111105521";"118584106";111105521;"13-04-2017 15:52:07";"37";"No Cancelado"
"111110111";"118585886";111110111;"13-04-2017 16:33:32";"30";"No Cancelado"
"111077420";"118585895";111077420;"13-04-2017 16:34:32";"30";"No Cancelado"
"111078679";"118585947";111078679;"13-04-2017 16:36:07";"17";"No Cancelado"
"111105342";"118584111";111105342;"13-04-2017 15:52:27";"37";"No Cancelado"
"111124009";"118572592";111124009;"13-04-2017 12:00:42";"24440";"No Cancelado"
"111111914";"118572595";111111914;"13-04-2017 12:00:42";"24374";"No Cancelado"
"111081798";"118588041";111081798;"13-04-2017 16:41:28";"25";"No Cancelado"
"111077477";"118574303";111077477;"13-04-2017 12:32:46";"110";"No Cancelado"
"111091322";"118586407";111091322;"13-04-2017 16:36:17";"17";"No Cancelado"
"111121814";"118572608";111121814;"13-04-2017 12:00:42";"21367";"No Cancelado"
"111079787";"118586987";111079787;"13-04-2017 16:36:27";"17";"No Cancelado"
"111095232";"118591085";111095232;"13-04-2017 17:51:25";"89";"No Cancelado"
"111079768";"118591089";111079768;"13-04-2017 17:51:55";"9";"No Cancelado"
"111130659";"118591119";111130659;"13-04-2017 18:00:26";"30175";"No Cancelado"
"111083680";"118588001";111083680;"13-04-2017 16:37:17";"17";"No Cancelado"
"111078283";"118588014";111078283;"13-04-2017 16:38:28";"22";"No Cancelado"
"111107920";"118588034";111107920;"13-04-2017 16:40:23";"25";"No Cancelado"
"111109057";"118583315";111109057;"13-04-2017 15:08:53";"115";"No Cancelado"
"111077944";"118583326";111077944;"13-04-2017 15:09:48";"89";"No Cancelado"
"111102955";"118589857";111102955;"13-04-2017 16:55:01";"87";"No Cancelado"
"111091456";"118589912";111091456;"13-04-2017 17:00:19";"33276";"No Cancelado"
"111133681";"118589974";111133681;"13-04-2017 17:00:21";"32644";"No Cancelado"
"111086687";"118589895";111086687;"13-04-2017 16:58:52";"40";"No Cancelado"
"111131609";"118589995";111131609;"13-04-2017 17:00:21";"24440";"No Cancelado"
"111095687";"118585654";111095687;"13-04-2017 16:07:29";"1";"No Cancelado"
"111093782";"118585656";111093782;"13-04-2017 16:07:39";"1";"No Cancelado"
"111095923";"118585658";111095923;"13-04-2017 16:07:54";"1";"No Cancelado"
"111095846";"118585670";111095846;"13-04-2017 16:08:54";"25";"No Cancelado"
"111127546";"118575803";111127546;"13-04-2017 13:02:33";"24374";"No Cancelado"
"111076257";"118583536";111076257;"13-04-2017 15:25:26";"30";"No Cancelado"
"111100252";"118589871";111100252;"13-04-2017 16:56:42";"87";"No Cancelado"
"111095324";"118589872";111095324;"13-04-2017 16:56:47";"87";"No Cancelado"
"20170412003293769729";"118589878";111086450;"13-04-2017 16:57:17";"40";"No Cancelado"
"111081371";"118589885";111081371;"13-04-2017 16:57:57";"40";"No Cancelado"
"111106933";"118589940";111106933;"13-04-2017 17:00:19";"24440";"No Cancelado"
"111105710";"118589961";111105710;"13-04-2017 17:00:20";"33276";"No Cancelado"
"111110221";"118585689";111110221;"13-04-2017 16:10:25";"25";"No Cancelado"
"111107693";"118585690";111107693;"13-04-2017 16:10:30";"25";"No Cancelado"
"111131100";"118589984";111131100;"13-04-2017 17:00:21";"22593";"No Cancelado"
"111131640";"118589996";111131640;"13-04-2017 17:00:21";"24374";"No Cancelado"
"111080159";"118583643";111080159;"13-04-2017 15:32:32";"21";"No Cancelado"
"111136750";"118589986";111136750;"13-04-2017 17:00:21";"32644";"No Cancelado"
"111076723";"118582907";111076723;"13-04-2017 14:58:57";"88";"No Cancelado"
"111109281";"118583314";111109281;"13-04-2017 15:08:48";"115";"No Cancelado"
"111140802";"118592704";111140802;"13-04-2017 19:00:32";"24549";"No Cancelado"
"111085092";"118583644";111085092;"13-04-2017 15:32:37";"21";"No Cancelado"
"111081816";"118583646";111081816;"13-04-2017 15:32:47";"21";"No Cancelado"
"111078150";"118583324";111078150;"13-04-2017 15:09:38";"89";"No Cancelado"
"111093326";"118583328";111093326;"13-04-2017 15:09:58";"89";"No Cancelado"
"111081864";"118591097";111081864;"13-04-2017 17:52:25";"9";"No Cancelado"
"111139525";"118591126";111139525;"13-04-2017 18:00:26";"30997";"No Cancelado"
"111079589";"118583408";111079589;"13-04-2017 15:10:13";"89";"No Cancelado"
"111089669";"118583409";111089669;"13-04-2017 15:10:18";"89";"No Cancelado"
"111131095";"118579074";111131095;"13-04-2017 13:58:16";"28959";"No Cancelado"
"111130642";"118579086";111130642;"13-04-2017 14:00:28";"22593";"No Cancelado"
"111130645";"118579098";111130645;"13-04-2017 14:00:28";"21588";"No Cancelado"
"111081865";"118591929";111081865;"13-04-2017 18:13:01";"22";"No Cancelado"
"111087513";"118591934";111087513;"13-04-2017 18:14:07";"22";"No Cancelado"
"111110440";"118592794";111110440;"13-04-2017 19:17:11";"22";"No Cancelado"
"111085203";"118583564";111085203;"13-04-2017 15:28:12";"20";"No Cancelado"
"111079351";"118583681";111079351;"13-04-2017 15:44:27";"64";"No Cancelado"
"111085206";"118583687";111085206;"13-04-2017 15:44:58";"64";"No Cancelado"
"111122617";"118572596";111122617;"13-04-2017 12:00:42";"24440";"No Cancelado"
"111124141";"118572583";111124141;"13-04-2017 12:00:42";"24374";"No Cancelado"
"111110819";"118592072";111110819;"13-04-2017 18:20:47";"22";"No Cancelado"
"20170412003293772333";"118592076";111090712;"13-04-2017 18:21:17";"23";"No Cancelado"
"111090165";"118592078";111090165;"13-04-2017 18:21:32";"23";"No Cancelado"
"111105299";"118592090";111105299;"13-04-2017 18:22:37";"37";"No Cancelado"
"111103664";"118592096";111103664;"13-04-2017 18:23:08";"37";"No Cancelado"
"111083822";"118592103";111083822;"13-04-2017 18:24:04";"87";"No Cancelado"
"111080019";"118588018";111080019;"13-04-2017 16:38:47";"17";"No Cancelado"
"111088515";"118588051";111088515;"13-04-2017 16:42:03";"60";"No Cancelado"
"111106402";"118583651";111106402;"13-04-2017 15:33:17";"21";"No Cancelado"
"111093911";"118583652";111093911;"13-04-2017 15:33:22";"21";"No Cancelado"
"111108635";"118583655";111108635;"13-04-2017 15:33:37";"21";"No Cancelado"
"111107100";"118583656";111107100;"13-04-2017 15:33:42";"21";"No Cancelado"
"111106469";"118583657";111106469;"13-04-2017 15:33:47";"21";"No Cancelado"
"111076416";"118583697";111076416;"13-04-2017 15:45:48";"17";"No Cancelado"
"111113738";"118591907";111113738;"13-04-2017 18:04:54";"88";"No Cancelado"
"111122210";"118591908";111122210;"13-04-2017 18:04:59";"88";"No Cancelado"
"111106760";"118591914";111106760;"13-04-2017 18:05:44";"20";"No Cancelado"
"111093828";"118583307";111093828;"13-04-2017 15:08:13";"115";"No Cancelado"
"111096771";"118583317";111096771;"13-04-2017 15:08:58";"115";"No Cancelado"
"111081707";"118583554";111081707;"13-04-2017 15:27:16";"20";"No Cancelado"
"111131475";"118583054";111131475;"13-04-2017 15:00:58";"21607";"No Cancelado"
"111113850";"118591888";111113850;"13-04-2017 18:03:09";"115";"No Cancelado"
"111078146";"118591895";111078146;"13-04-2017 18:03:39";"115";"No Cancelado"
"111083637";"118591900";111083637;"13-04-2017 18:04:14";"108";"No Cancelado"
"111083666";"118591901";111083666;"13-04-2017 18:04:19";"88";"No Cancelado"
"111107348";"118592069";111107348;"13-04-2017 18:20:32";"22";"No Cancelado"
"111087640";"118592099";111087640;"13-04-2017 18:23:24";"87";"No Cancelado"
"111087420";"118583407";111087420;"13-04-2017 15:10:08";"89";"No Cancelado"
"111076816";"118588023";111076816;"13-04-2017 16:39:12";"25";"No Cancelado"
"111089388";"118588025";111089388;"13-04-2017 16:39:23";"25";"No Cancelado"
"111093493";"118588032";111093493;"13-04-2017 16:40:13";"25";"No Cancelado"
"111096055";"118588033";111096055;"13-04-2017 16:40:18";"25";"No Cancelado"
"111105273";"118588037";111105273;"13-04-2017 16:40:53";"25";"No Cancelado"
"111078152";"118588048";111078152;"13-04-2017 16:41:48";"60";"No Cancelado"
"111111063";"118572574";111111063;"13-04-2017 12:00:42";"24374";"No Cancelado"
"111078313";"118572602";111078313;"13-04-2017 12:00:42";"24440";"No Cancelado"
"111082064";"118584091";111082064;"13-04-2017 15:49:08";"17";"No Cancelado"
"111088125";"118588050";111088125;"13-04-2017 16:41:58";"60";"No Cancelado"
"111089796";"118588053";111089796;"13-04-2017 16:42:13";"60";"No Cancelado"
"111123648";"118572581";111123648;"13-04-2017 12:00:42";"22593";"No Cancelado"
"111124658";"118572607";111124658;"13-04-2017 12:00:42";"30997";"No Cancelado"
"111106982";"118589868";111106982;"13-04-2017 16:56:32";"87";"No Cancelado"
"111076274";"118574297";111076274;"13-04-2017 12:32:01";"110";"No Cancelado"
"111139040";"118589993";111139040;"13-04-2017 17:00:21";"21367";"No Cancelado"
"111131397";"118589937";111131397;"13-04-2017 17:00:19";"24374";"No Cancelado"
"111126939";"118589958";111126939;"13-04-2017 17:00:20";"24440";"No Cancelado"
"111131592";"118589988";111131592;"13-04-2017 17:00:21";"32644";"No Cancelado"
"111136615";"118585590";111136615;"13-04-2017 16:02:57";"30175";"No Cancelado"
"111132594";"118585591";111132594;"13-04-2017 16:02:57";"24549";"No Cancelado"
"111132117";"118589998";111132117;"13-04-2017 17:00:21";"22593";"No Cancelado"
"111093461";"118589877";111093461;"13-04-2017 16:57:12";"40";"No Cancelado"
"111128269";"118575796";111128269;"13-04-2017 13:02:32";"24145";"No Cancelado"
"111128949";"118575812";111128949;"13-04-2017 13:02:33";"30997";"No Cancelado"
"111096030";"118585675";111096030;"13-04-2017 16:09:14";"25";"No Cancelado"
"111095911";"118585676";111095911;"13-04-2017 16:09:19";"25";"No Cancelado"
"111083807";"118591919";111083807;"13-04-2017 18:06:09";"20";"No Cancelado"
"111083591";"118585879";111083591;"13-04-2017 16:32:47";"30";"No Cancelado"
"111080669";"118592039";111080669;"13-04-2017 18:17:27";"22";"No Cancelado"
"111075237";"118592046";111075237;"13-04-2017 18:18:02";"22";"No Cancelado"
"111076348";"118592053";111076348;"13-04-2017 18:18:42";"22";"No Cancelado"
"111079387";"118592063";111079387;"13-04-2017 18:19:37";"22";"No Cancelado"
"111110125";"118592073";111110125;"13-04-2017 18:21:02";"22";"No Cancelado"
"111074359";"118582836";111074359;"13-04-2017 14:51:42";"40";"No Cancelado"
"111085079";"118582847";111085079;"13-04-2017 14:53:32";"40";"No Cancelado"
"111091092";"118582856";111091092;"13-04-2017 14:54:27";"40";"No Cancelado"
"111105944";"118582865";111105944;"13-04-2017 14:55:12";"40";"No Cancelado"
"111103407";"118592115";111103407;"13-04-2017 18:26:04";"87";"No Cancelado"
"111105258";"118592116";111105258;"13-04-2017 18:26:09";"87";"No Cancelado"
"111095315";"118592118";111095315;"13-04-2017 18:26:19";"87";"No Cancelado"
"110529690";"118579064";110529690;"13-04-2017 13:49:47";"17";"No Cancelado"
"111128280";"118574283";111128280;"13-04-2017 12:29:43";"28959";"No Cancelado"
"111081685";"118582870";111081685;"13-04-2017 14:55:37";"40";"No Cancelado"
"111078673";"118582876";111078673;"13-04-2017 14:56:22";"9";"No Cancelado"
"111080077";"118582882";111080077;"13-04-2017 14:56:47";"9";"No Cancelado"
"111079441";"118591925";111079441;"13-04-2017 18:12:26";"22";"No Cancelado"
"111109423";"118592033";111109423;"13-04-2017 18:16:22";"22";"No Cancelado"
"111090178";"118592040";111090178;"13-04-2017 18:17:32";"22";"No Cancelado"
"111112927";"118592042";111112927;"13-04-2017 18:17:42";"22";"No Cancelado"
"111110315";"118592048";111110315;"13-04-2017 18:18:12";"22";"No Cancelado"
"111078849";"118592064";111078849;"13-04-2017 18:19:42";"22";"No Cancelado"
"111090099";"118582850";111090099;"13-04-2017 14:53:52";"40";"No Cancelado"
"111130407";"118579089";111130407;"13-04-2017 14:00:28";"24934";"No Cancelado"
"111130197";"118579104";111130197;"13-04-2017 14:00:28";"32753";"No Cancelado"
"111096749";"118591087";111096749;"13-04-2017 17:51:35";"89";"No Cancelado"
"111095691";"118591139";111095691;"13-04-2017 18:02:09";"20";"No Cancelado"
"111095581";"118592571";111095581;"13-04-2017 18:43:20";"21";"No Cancelado"
"111079725";"118592574";111079725;"13-04-2017 18:43:40";"64";"No Cancelado"
"111106566";"118592578";111106566;"13-04-2017 18:43:55";"1";"No Cancelado"
"111140810";"118592708";111140810;"13-04-2017 19:00:32";"21367";"No Cancelado"
"111077632";"118592761";111077632;"13-04-2017 19:13:25";"10";"No Cancelado"
"111141245";"118592787";111141245;"13-04-2017 19:16:19";"31226";"No Cancelado"
"20170412003293766256";"118582902";111076718;"13-04-2017 14:58:33";"88";"No Cancelado"
"111131621";"118583056";111131621;"13-04-2017 15:00:58";"28959";"No Cancelado"
"111128965";"118575806";111128965;"13-04-2017 13:02:33";"24145";"No Cancelado"
"111109681";"118591205";111109681;"13-04-2017 18:02:59";"115";"No Cancelado"
"111132131";"118583068";111132131;"13-04-2017 15:00:58";"24247";"No Cancelado"
"111132131";"118583069";111132131;"13-04-2017 15:00:58";"32446";"No Cancelado"
"111132131";"118583071";111132131;"13-04-2017 15:00:58";"34160";"No Cancelado"
"111073813";"118583527";111073813;"13-04-2017 15:24:06";"30";"No Cancelado"
"111074645";"118583531";111074645;"13-04-2017 15:24:56";"30";"No Cancelado"
"111087907";"118583544";111087907;"13-04-2017 15:26:21";"30";"No Cancelado"
"111080039";"118591915";111080039;"13-04-2017 18:05:49";"20";"No Cancelado"
"111074867";"118583612";111074867;"13-04-2017 15:30:17";"22";"No Cancelado"
"111077621";"118583630";111077621;"13-04-2017 15:31:22";"22";"No Cancelado"
"111078651";"118583631";111078651;"13-04-2017 15:31:27";"22";"No Cancelado"
"111079444";"118583632";111079444;"13-04-2017 15:31:32";"22";"No Cancelado"
"111074413";"118583636";111074413;"13-04-2017 15:31:52";"21";"No Cancelado"
"111074327";"118583638";111074327;"13-04-2017 15:32:02";"21";"No Cancelado"
"111083780";"118583306";111083780;"13-04-2017 15:08:08";"115";"No Cancelado"
"111093475";"118583415";111093475;"13-04-2017 15:10:48";"89";"No Cancelado"
"111079594";"118584072";111079594;"13-04-2017 15:47:38";"17";"No Cancelado"
"111106479";"118589840";111106479;"13-04-2017 16:52:56";"21";"No Cancelado"
"111077429";"118589849";111077429;"13-04-2017 16:53:51";"87";"No Cancelado"
"111079994";"118589851";111079994;"13-04-2017 16:54:16";"87";"No Cancelado"
"111138073";"118589918";111138073;"13-04-2017 17:00:19";"24440";"No Cancelado"
"111079837";"118584074";111079837;"13-04-2017 15:47:48";"17";"No Cancelado"
"111078717";"118584085";111078717;"13-04-2017 15:48:38";"17";"No Cancelado"
"111079613";"118584099";111079613;"13-04-2017 15:51:37";"37";"No Cancelado"
"111082993";"118584101";111082993;"13-04-2017 15:51:47";"37";"No Cancelado"
"111091279";"118584104";111091279;"13-04-2017 15:52:02";"37";"No Cancelado"
"111081381";"118584117";111081381;"13-04-2017 15:53:02";"106";"No Cancelado"
"111131531";"118589960";111131531;"13-04-2017 17:00:20";"32644";"No Cancelado"
"111138771";"118589975";111138771;"13-04-2017 17:00:21";"33276";"No Cancelado"
"111138762";"118589980";111138762;"13-04-2017 17:00:21";"30175";"No Cancelado"
"20170412003293769182";"118582845";111081412;"13-04-2017 14:52:52";"40";"No Cancelado"
"111087629";"118582849";111087629;"13-04-2017 14:53:42";"40";"No Cancelado"
"111106454";"118582861";111106454;"13-04-2017 14:54:52";"40";"No Cancelado"
"111106772";"118582863";111106772;"13-04-2017 14:55:02";"40";"No Cancelado"
"111076865";"118582872";111076865;"13-04-2017 14:55:57";"9";"No Cancelado"
"111102943";"118589983";111102943;"13-04-2017 17:00:21";"32644";"No Cancelado"
"111137520";"118589994";111137520;"13-04-2017 17:00:21";"32644";"No Cancelado"
"111077596";"118582874";111077596;"13-04-2017 14:56:12";"9";"No Cancelado"
"111078233";"118582875";111078233;"13-04-2017 14:56:17";"9";"No Cancelado"
"111079655";"118582878";111079655;"13-04-2017 14:56:32";"9";"No Cancelado"
"111079323";"118582881";111079323;"13-04-2017 14:56:42";"9";"No Cancelado"
"111075184";"118584140";111075184;"13-04-2017 16:01:44";"87";"No Cancelado"
"111097603";"118583251";111097603;"13-04-2017 15:02:57";"23";"No Cancelado"
"20170412003293761847";"118583252";111076658;"13-04-2017 15:03:02";"108";"No Cancelado"
"111077635";"118583254";111077635;"13-04-2017 15:03:18";"108";"No Cancelado"
"111079516";"118583255";111079516;"13-04-2017 15:03:22";"108";"No Cancelado"
"111081720";"118583308";111081720;"13-04-2017 15:08:18";"115";"No Cancelado"
"111089354";"118583322";111089354;"13-04-2017 15:09:23";"115";"No Cancelado"
"111097810";"118584130";111097810;"13-04-2017 15:54:03";"106";"No Cancelado"
"111137510";"118585592";111137510;"13-04-2017 16:02:57";"32664";"No Cancelado"
"111140781";"118592703";111140781;"13-04-2017 19:00:32";"24440";"No Cancelado"
"111085006";"118591075";111085006;"13-04-2017 17:38:57";"32664";"No Cancelado"
"111109905";"118591083";111109905;"13-04-2017 17:51:15";"89";"No Cancelado"
"111140018";"118591129";111140018;"13-04-2017 18:00:26";"32644";"No Cancelado"
"111130618";"118579107";111130618;"13-04-2017 14:00:28";"34772";"No Cancelado"
"111132160";"118583050";111132160;"13-04-2017 15:00:57";"24440";"No Cancelado"
"111131957";"118583057";111131957;"13-04-2017 15:00:58";"28959";"No Cancelado"
"111103368";"118583552";111103368;"13-04-2017 15:27:06";"30";"No Cancelado"
"111085010";"118583629";111085010;"13-04-2017 15:31:17";"22";"No Cancelado"
"111110506";"118593412";111110506;"13-04-2017 19:19:11";"22";"No Cancelado"
"111091490";"118591924";111091490;"13-04-2017 18:12:21";"22";"No Cancelado"
"111128130";"118589945";111128130;"13-04-2017 17:00:19";"21367";"No Cancelado"
"111112974";"118593416";111112974;"13-04-2017 19:19:36";"22";"No Cancelado"
"111087476";"118593490";111087476;"13-04-2017 19:28:37";"22";"No Cancelado"
"111081415";"118593494";111081415;"13-04-2017 19:29:03";"22";"No Cancelado"
"111107157";"118592565";111107157;"13-04-2017 18:42:35";"21";"No Cancelado"
"111105544";"118592576";111105544;"13-04-2017 18:43:50";"64";"No Cancelado"
"111132705";"118585577";111132705;"13-04-2017 16:02:56";"34110";"No Cancelado"
"111136611";"118585583";111136611;"13-04-2017 16:02:56";"30175";"No Cancelado"
"111106489";"118585884";111106489;"13-04-2017 16:33:22";"30";"No Cancelado"
"111129512";"118575807";111129512;"13-04-2017 13:02:33";"32014";"No Cancelado"
"111119689";"118572600";111119689;"13-04-2017 12:00:42";"28087";"No Cancelado"
"20170413011100231882";"118591131";111140083;"13-04-2017 18:00:27";"32644";"No Cancelado"
"111142638";"118594809";111142638;"13-04-2017 22:00:19";"24374";"No Cancelado"
"111141548";"118594766";111141548;"13-04-2017 22:00:18";"21367";"No Cancelado"
"111076848";"118585606";111076848;"13-04-2017 16:03:19";"87";"No Cancelado"
"111079219";"118585609";111079219;"13-04-2017 16:03:34";"87";"No Cancelado"
"111078758";"118585612";111078758;"13-04-2017 16:03:49";"87";"No Cancelado"
"111080567";"118585615";111080567;"13-04-2017 16:04:09";"87";"No Cancelado"
"111086483";"118585674";111086483;"13-04-2017 16:09:09";"25";"No Cancelado"
"111107761";"118585682";111107761;"13-04-2017 16:09:55";"25";"No Cancelado"
"111131956";"118583067";111131956;"13-04-2017 15:00:58";"34562";"No Cancelado"
"111131956";"118583070";111131956;"13-04-2017 15:00:58";"34970";"No Cancelado"
"111109509";"118582932";111109509;"13-04-2017 15:00:22";"88";"No Cancelado"
"111083827";"118583303";111083827;"13-04-2017 15:07:53";"115";"No Cancelado"
"20170412003293763622";"118583671";111076680;"13-04-2017 15:43:12";"60";"No Cancelado"
"111081424";"118583673";111081424;"13-04-2017 15:43:17";"60";"No Cancelado"
"111080761";"118583683";111080761;"13-04-2017 15:44:38";"64";"No Cancelado"
"111078746";"118584065";111078746;"13-04-2017 15:46:33";"17";"No Cancelado"
"111078643";"118584067";111078643;"13-04-2017 15:47:08";"17";"No Cancelado"
"111079712";"118584073";111079712;"13-04-2017 15:47:43";"17";"No Cancelado"
"111082504";"118585620";111082504;"13-04-2017 16:04:34";"87";"No Cancelado"
"20170412003293706310";"118583298";111088497;"13-04-2017 15:07:28";"115";"No Cancelado"
"111081855";"118583411";111081855;"13-04-2017 15:10:28";"89";"No Cancelado"
"111080949";"118583412";111080949;"13-04-2017 15:10:33";"89";"No Cancelado"
"111139766";"118591124";111139766;"13-04-2017 18:00:26";"32681";"No Cancelado"
"111135216";"118589990";111135216;"13-04-2017 17:00:21";"24374";"No Cancelado"
"111099178";"118589855";111099178;"13-04-2017 16:54:47";"87";"No Cancelado"
"111090625";"118589859";111090625;"13-04-2017 16:55:11";"87";"No Cancelado"
"111095649";"118583545";111095649;"13-04-2017 15:26:26";"30";"No Cancelado"
"111106909";"118583551";111106909;"13-04-2017 15:27:01";"30";"No Cancelado"
"111083806";"118583559";111083806;"13-04-2017 15:27:47";"20";"No Cancelado"
"111106706";"118593602";111106706;"13-04-2017 19:35:18";"88";"No Cancelado"
