"SOLICITUDORIGINAL";"N_ORDEN_DISTRIBU";"SOLICITUD";"FECHA_CREACION_ORDEN";"ORIGEN";"CANCELADO"
"111080861";"118595839";111080861;"14-04-2017 08:41:29";"102";"No Cancelado"
"111089448";"118595841";111089448;"14-04-2017 08:41:39";"9";"No Cancelado"
"111076766";"118595892";111076766;"14-04-2017 08:46:40";"123";"No Cancelado"
"20170412003293768325";"118595894";111084910;"14-04-2017 08:46:50";"108";"No Cancelado"
"111096966";"118595949";111096966;"14-04-2017 08:57:19";"88";"No Cancelado"
"111083878";"118595948";111083878;"14-04-2017 08:57:09";"88";"No Cancelado"
"111093939";"118595951";111093939;"14-04-2017 08:57:34";"88";"No Cancelado"
"111107299";"118596031";111107299;"14-04-2017 10:24:10";"20";"No Cancelado"
"111110001";"118595898";111110001;"14-04-2017 08:51:28";"89";"No Cancelado"
"111110868";"118596033";111110868;"14-04-2017 10:24:20";"20";"No Cancelado"
"111077414";"118596038";111077414;"14-04-2017 10:24:50";"20";"No Cancelado"
"111079512";"118595860";111079512;"14-04-2017 08:43:15";"37";"No Cancelado"
"111110871";"118596032";111110871;"14-04-2017 10:24:15";"20";"No Cancelado"
"111109903";"118596035";111109903;"14-04-2017 10:24:30";"20";"No Cancelado"
"111113750";"118596036";111113750;"14-04-2017 10:24:40";"20";"No Cancelado"
"111076866";"118596037";111076866;"14-04-2017 10:24:45";"20";"No Cancelado"
"111089476";"118596045";111089476;"14-04-2017 10:25:30";"20";"No Cancelado"
"111089843";"118596047";111089843;"14-04-2017 10:25:40";"20";"No Cancelado"
"111085126";"118596053";111085126;"14-04-2017 10:26:15";"108";"No Cancelado"
"111075105";"118596054";111075105;"14-04-2017 10:26:20";"108";"No Cancelado"
"111102752";"118595849";111102752;"14-04-2017 08:42:20";"64";"No Cancelado"
"111079993";"118595853";111079993;"14-04-2017 08:42:40";"64";"No Cancelado"
"111078715";"118596043";111078715;"14-04-2017 10:25:15";"20";"No Cancelado"
"111091818";"118596049";111091818;"14-04-2017 10:25:50";"20";"No Cancelado"
"111109732";"118596027";111109732;"14-04-2017 10:23:45";"20";"No Cancelado"
"111111129";"118595907";111111129;"14-04-2017 08:52:13";"89";"No Cancelado"
"111101813";"118595854";111101813;"14-04-2017 08:42:45";"37";"No Cancelado"
"111080164";"118595946";111080164;"14-04-2017 08:55:54";"20";"No Cancelado"
"111089668";"118595911";111089668;"14-04-2017 08:52:58";"115";"No Cancelado"
"111108614";"118596108";111108614;"14-04-2017 10:35:10";"1";"No Cancelado"
"111079810";"118596059";111079810;"14-04-2017 10:27:05";"9";"No Cancelado"
"111106568";"118596109";111106568;"14-04-2017 10:35:15";"1";"No Cancelado"
"111074850";"118595890";111074850;"14-04-2017 08:46:30";"106";"No Cancelado"
"111079617";"118596072";111079617;"14-04-2017 10:31:35";"123";"No Cancelado"
"111109128";"118596112";111109128;"14-04-2017 10:35:35";"1";"No Cancelado"
"111108971";"118596113";111108971;"14-04-2017 10:35:40";"1";"No Cancelado"
"111082966";"118596071";111082966;"14-04-2017 10:31:30";"123";"No Cancelado"
"111082984";"118596090";111082984;"14-04-2017 10:33:30";"64";"No Cancelado"
"111106435";"118596092";111106435;"14-04-2017 10:33:40";"64";"No Cancelado"
"111097533";"118596102";111097533;"14-04-2017 10:34:40";"1";"No Cancelado"
"111095285";"118596105";111095285;"14-04-2017 10:34:55";"1";"No Cancelado"
"111096038";"118596097";111096038;"14-04-2017 10:34:15";"1";"No Cancelado"
"111095292";"118596107";111095292;"14-04-2017 10:35:05";"1";"No Cancelado"
"111106702";"118596110";111106702;"14-04-2017 10:35:20";"1";"No Cancelado"
"111074637";"118596064";111074637;"14-04-2017 10:27:45";"9";"No Cancelado"
"111079816";"118596057";111079816;"14-04-2017 10:26:40";"9";"No Cancelado"
"111079218";"118596056";111079218;"14-04-2017 10:26:35";"9";"No Cancelado"
"111077631";"118596055";111077631;"14-04-2017 10:26:30";"9";"No Cancelado"
"111108833";"118596111";111108833;"14-04-2017 10:35:30";"1";"No Cancelado"
"111094489";"118596121";111094489;"14-04-2017 10:36:15";"37";"No Cancelado"
"111093806";"118596084";111093806;"14-04-2017 10:32:50";"64";"No Cancelado"
"111089375";"118596132";111089375;"14-04-2017 10:37:16";"10";"No Cancelado"
"111076896";"118596133";111076896;"14-04-2017 10:37:21";"10";"No Cancelado"
"111089445";"118596095";111089445;"14-04-2017 10:34:06";"37";"No Cancelado"
"111106693";"118596115";111106693;"14-04-2017 10:35:50";"1";"No Cancelado"
"111088775";"118596119";111088775;"14-04-2017 10:36:06";"37";"No Cancelado"
"111107213";"118596120";111107213;"14-04-2017 10:36:10";"1";"No Cancelado"
"111090136";"118596088";111090136;"14-04-2017 10:33:20";"64";"No Cancelado"
"111095301";"118596100";111095301;"14-04-2017 10:34:30";"1";"No Cancelado"
"111102368";"118596085";111102368;"14-04-2017 10:33:05";"64";"No Cancelado"
"111075451";"118596124";111075451;"14-04-2017 10:36:30";"37";"No Cancelado"
"111091303";"118596130";111091303;"14-04-2017 10:37:06";"10";"No Cancelado"
"111099976";"118596131";111099976;"14-04-2017 10:37:11";"10";"No Cancelado"
"111076910";"118596126";111076910;"14-04-2017 10:36:40";"37";"No Cancelado"
"111095511";"118596103";111095511;"14-04-2017 10:34:45";"1";"No Cancelado"
"111111465";"118596157";111111465;"14-04-2017 10:39:26";"22";"No Cancelado"
"111111658";"118596161";111111658;"14-04-2017 10:39:51";"22";"No Cancelado"
"111075376";"118596163";111075376;"14-04-2017 10:40:01";"22";"No Cancelado"
"111074590";"118596137";111074590;"14-04-2017 10:37:41";"10";"No Cancelado"
"111076861";"118596136";111076861;"14-04-2017 10:37:36";"10";"No Cancelado"
"111093864";"118596096";111093864;"14-04-2017 10:34:10";"37";"No Cancelado"
"111093086";"118596099";111093086;"14-04-2017 10:34:25";"1";"No Cancelado"
"111083842";"118596117";111083842;"14-04-2017 10:36:00";"37";"No Cancelado"
"111097218";"118596104";111097218;"14-04-2017 10:34:50";"1";"No Cancelado"
"111095308";"118596106";111095308;"14-04-2017 10:35:00";"1";"No Cancelado"
"111099721";"118595866";111099721;"14-04-2017 08:44:35";"10";"No Cancelado"
"111079954";"118596139";111079954;"14-04-2017 10:37:51";"22";"No Cancelado"
"111110455";"118596147";111110455;"14-04-2017 10:38:36";"22";"No Cancelado"
"111108681";"118595897";111108681;"14-04-2017 08:51:23";"89";"No Cancelado"
"111091346";"118596144";111091346;"14-04-2017 10:38:16";"22";"No Cancelado"
"111096812";"118596138";111096812;"14-04-2017 10:37:46";"10";"No Cancelado"
"111084083";"118596012";111084083;"14-04-2017 10:22:04";"20";"No Cancelado"
"111094169";"118596016";111094169;"14-04-2017 10:22:24";"20";"No Cancelado"
"111095388";"118596116";111095388;"14-04-2017 10:35:55";"1";"No Cancelado"
"111110081";"118595900";111110081;"14-04-2017 08:51:38";"89";"No Cancelado"
"111075481";"118595884";111075481;"14-04-2017 08:46:05";"106";"No Cancelado"
"111075462";"118595887";111075462;"14-04-2017 08:46:15";"106";"No Cancelado"
"111083665";"118596128";111083665;"14-04-2017 10:36:56";"10";"No Cancelado"
"111092026";"118596166";111092026;"14-04-2017 10:40:21";"115";"No Cancelado"
"111079636";"118596222";111079636;"14-04-2017 10:46:22";"88";"No Cancelado"
"111083751";"118596223";111083751;"14-04-2017 10:46:27";"88";"No Cancelado"
"111081792";"118596224";111081792;"14-04-2017 10:46:32";"88";"No Cancelado"
"111076412";"118595959";111076412;"14-04-2017 08:58:14";"88";"No Cancelado"
"111075418";"118595961";111075418;"14-04-2017 08:58:29";"88";"No Cancelado"
"20170412003293765181";"118596212";111076698;"14-04-2017 10:45:12";"115";"No Cancelado"
"111078224";"118596215";111078224;"14-04-2017 10:45:27";"115";"No Cancelado"
"111079985";"118596225";111079985;"14-04-2017 10:46:37";"88";"No Cancelado"
"111120845";"118596206";111120845;"14-04-2017 10:44:42";"115";"No Cancelado"
"111109810";"118596167";111109810;"14-04-2017 10:40:26";"115";"No Cancelado"
"20170412003293765825";"118596218";111077627;"14-04-2017 10:45:42";"115";"No Cancelado"
"111113182";"118595902";111113182;"14-04-2017 08:51:48";"89";"No Cancelado"
"110897632";"118595906";110897632;"14-04-2017 08:52:08";"89";"No Cancelado"
"111109040";"118595905";111109040;"14-04-2017 08:52:03";"89";"No Cancelado"
"111144393";"118596007";111144393;"14-04-2017 10:00:25";"33229";"No Cancelado"
"111106669";"118595910";111106669;"14-04-2017 08:52:53";"115";"No Cancelado"
"111083829";"118595913";111083829;"14-04-2017 08:53:09";"115";"No Cancelado"
"111079755";"118596219";111079755;"14-04-2017 10:45:47";"88";"No Cancelado"
"111111703";"118595909";111111703;"14-04-2017 08:52:23";"89";"No Cancelado"
"111107245";"118596236";111107245;"14-04-2017 10:47:32";"88";"No Cancelado"
"111109181";"118596172";111109181;"14-04-2017 10:40:51";"115";"No Cancelado"
"111077910";"118596200";111077910;"14-04-2017 10:43:37";"115";"No Cancelado"
"20170412003293772909";"118596251";111092778;"14-04-2017 10:48:57";"89";"No Cancelado"
"111076386";"118596239";111076386;"14-04-2017 10:47:47";"88";"No Cancelado"
"111111110";"118596241";111111110;"14-04-2017 10:47:57";"88";"No Cancelado"
"111109343";"118595919";111109343;"14-04-2017 08:53:39";"115";"No Cancelado"
"111095538";"118596231";111095538;"14-04-2017 10:47:07";"88";"No Cancelado"
"111113980";"118595922";111113980;"14-04-2017 08:53:54";"115";"No Cancelado"
"111131596";"118596006";111131596;"14-04-2017 10:00:25";"23825";"No Cancelado"
"111081935";"118596073";111081935;"14-04-2017 10:31:40";"123";"No Cancelado"
"111089432";"118596087";111089432;"14-04-2017 10:33:15";"64";"No Cancelado"
"111075065";"118596240";111075065;"14-04-2017 10:47:52";"88";"No Cancelado"
"111109660";"118595901";111109660;"14-04-2017 08:51:43";"89";"No Cancelado"
"111095906";"118596237";111095906;"14-04-2017 10:47:37";"88";"No Cancelado"
"111095235";"118596082";111095235;"14-04-2017 10:32:40";"64";"No Cancelado"
"111097559";"118596098";111097559;"14-04-2017 10:34:20";"1";"No Cancelado"
"111095595";"118595916";111095595;"14-04-2017 08:53:24";"115";"No Cancelado"
"111096716";"118596020";111096716;"14-04-2017 10:22:44";"20";"No Cancelado"
"111109768";"118595920";111109768;"14-04-2017 08:53:44";"115";"No Cancelado"
"111081369";"118596207";111081369;"14-04-2017 10:44:47";"115";"No Cancelado"
"111091440";"118596023";111091440;"14-04-2017 10:23:05";"20";"No Cancelado"
"111094462";"118596074";111094462;"14-04-2017 10:31:45";"123";"No Cancelado"
"111096386";"118596013";111096386;"14-04-2017 10:22:09";"20";"No Cancelado"
"111076752";"118595927";111076752;"14-04-2017 08:54:19";"115";"No Cancelado"
"111082489";"118595928";111082489;"14-04-2017 08:54:24";"20";"No Cancelado"
"20170412003293772328";"118596187";111094158;"14-04-2017 10:42:26";"106";"No Cancelado"
"111096063";"118596175";111096063;"14-04-2017 10:41:06";"115";"No Cancelado"
"111081842";"118596177";111081842;"14-04-2017 10:41:16";"106";"No Cancelado"
"111096062";"118596181";111096062;"14-04-2017 10:41:41";"106";"No Cancelado"
"111078369";"118595925";111078369;"14-04-2017 08:54:09";"115";"No Cancelado"
"111093814";"118596015";111093814;"14-04-2017 10:22:19";"20";"No Cancelado"
"111120840";"118596041";111120840;"14-04-2017 10:25:05";"20";"No Cancelado"
"111074785";"118596347";111074785;"14-04-2017 11:56:45";"64";"No Cancelado"
"111109247";"118596256";111109247;"14-04-2017 10:49:37";"89";"No Cancelado"
"111106890";"118596048";111106890;"14-04-2017 10:25:45";"20";"No Cancelado"
"111082049";"118596051";111082049;"14-04-2017 10:26:00";"108";"No Cancelado"
"111079657";"118596010";111079657;"14-04-2017 10:21:20";"20";"No Cancelado"
"111085154";"118596052";111085154;"14-04-2017 10:26:05";"108";"No Cancelado"
"111092685";"118596255";111092685;"14-04-2017 10:49:22";"89";"No Cancelado"
"111090693";"118596050";111090693;"14-04-2017 10:25:55";"20";"No Cancelado"
"111095673";"118596093";111095673;"14-04-2017 10:33:45";"37";"No Cancelado"
"111081826";"118596141";111081826;"14-04-2017 10:38:01";"22";"No Cancelado"
"111096442";"118595952";111096442;"14-04-2017 08:57:39";"88";"No Cancelado"
"111108986";"118595954";111108986;"14-04-2017 08:57:49";"88";"No Cancelado"
"111095208";"118595953";111095208;"14-04-2017 08:57:44";"88";"No Cancelado"
"111110128";"118596143";111110128;"14-04-2017 10:38:11";"22";"No Cancelado"
"111087445";"118596083";111087445;"14-04-2017 10:32:45";"64";"No Cancelado"
"111080943";"118596058";111080943;"14-04-2017 10:27:00";"9";"No Cancelado"
"111087746";"118596065";111087746;"14-04-2017 10:27:50";"9";"No Cancelado"
"111075220";"118596066";111075220;"14-04-2017 10:27:55";"9";"No Cancelado"
"111102374";"118596075";111102374;"14-04-2017 10:31:50";"123";"No Cancelado"
"111087659";"118596061";111087659;"14-04-2017 10:27:30";"9";"Cancelado"
"111091468";"118596081";111091468;"14-04-2017 10:32:35";"64";"No Cancelado"
"111113088";"118595941";111113088;"14-04-2017 08:55:29";"20";"No Cancelado"
"111113687";"118595945";111113687;"14-04-2017 08:55:49";"20";"No Cancelado"
"111110098";"118595936";111110098;"14-04-2017 08:55:04";"20";"No Cancelado"
"111109122";"118596089";111109122;"14-04-2017 10:33:25";"64";"No Cancelado"
"111113817";"118595947";111113817;"14-04-2017 08:55:59";"20";"No Cancelado"
"111078716";"118596134";111078716;"14-04-2017 10:37:26";"10";"No Cancelado"
"111079528";"118595942";111079528;"14-04-2017 08:55:34";"20";"No Cancelado"
"111081844";"118596142";111081844;"14-04-2017 10:38:06";"22";"No Cancelado"
"111085783";"118596146";111085783;"14-04-2017 10:38:26";"22";"No Cancelado"
"111144425";"118596005";111144425;"14-04-2017 10:00:25";"24247";"No Cancelado"
"111127517";"118595960";111127517;"14-04-2017 08:58:19";"88";"No Cancelado"
"111110552";"118596151";111110552;"14-04-2017 10:38:56";"22";"No Cancelado"
"111075392";"118595962";111075392;"14-04-2017 08:58:34";"88";"No Cancelado"
"111110170";"118596149";111110170;"14-04-2017 10:38:46";"22";"No Cancelado"
"111110928";"118596160";111110928;"14-04-2017 10:39:41";"22";"No Cancelado"
"111085058";"118596165";111085058;"14-04-2017 10:40:16";"115";"No Cancelado"
"111113246";"118596156";111113246;"14-04-2017 10:39:21";"22";"No Cancelado"
"111075012";"118595957";111075012;"14-04-2017 08:58:04";"88";"No Cancelado"
"111093948";"118596101";111093948;"14-04-2017 10:34:35";"1";"No Cancelado"
"111108832";"118596114";111108832;"14-04-2017 10:35:45";"1";"No Cancelado"
"111110780";"118596153";111110780;"14-04-2017 10:39:06";"22";"No Cancelado"
"111081764";"118596330";111081764;"14-04-2017 11:52:35";"64";"No Cancelado"
"111077574";"118596362";111077574;"14-04-2017 11:59:26";"10";"No Cancelado"
"111075135";"118596366";111075135;"14-04-2017 12:00:01";"10";"No Cancelado"
"111079955";"118596044";111079955;"14-04-2017 10:25:20";"20";"No Cancelado"
"111081837";"118596127";111081837;"14-04-2017 10:36:45";"37";"No Cancelado"
"111080172";"118596129";111080172;"14-04-2017 10:37:01";"10";"No Cancelado"
"111087681";"118596423";111087681;"14-04-2017 12:00:44";"89";"No Cancelado"
"111112902";"118595958";111112902;"14-04-2017 08:58:09";"88";"No Cancelado"
"111100258";"118596329";111100258;"14-04-2017 11:52:30";"64";"No Cancelado"
"111104197";"118596122";111104197;"14-04-2017 10:36:20";"37";"No Cancelado"
"111096807";"118596024";111096807;"14-04-2017 10:23:10";"20";"No Cancelado"
"111099854";"118596123";111099854;"14-04-2017 10:36:25";"37";"No Cancelado"
"111076496";"118596135";111076496;"14-04-2017 10:37:31";"10";"No Cancelado"
"111087663";"118596404";111087663;"14-04-2017 12:00:44";"102";"No Cancelado"
"111089761";"118596352";111089761;"14-04-2017 11:57:51";"10";"No Cancelado"
"111112885";"118596154";111112885;"14-04-2017 10:39:11";"22";"No Cancelado"
"111099106";"118596356";111099106;"14-04-2017 11:58:30";"10";"No Cancelado"
"111109334";"118595956";111109334;"14-04-2017 08:57:59";"88";"No Cancelado"
"111080040";"118596011";111080040;"14-04-2017 10:21:25";"20";"No Cancelado"
"111088248";"118596019";111088248;"14-04-2017 10:22:39";"20";"No Cancelado"
"111105267";"118596125";111105267;"14-04-2017 10:36:36";"37";"No Cancelado"
"111075178";"118596162";111075178;"14-04-2017 10:39:56";"22";"No Cancelado"
"111097808";"118596360";111097808;"14-04-2017 11:59:16";"10";"No Cancelado"
"111077484";"118596361";111077484;"14-04-2017 11:59:21";"10";"No Cancelado"
"111097554";"118596331";111097554;"14-04-2017 11:53:36";"64";"No Cancelado"
"111091042";"118596339";111091042;"14-04-2017 11:55:30";"64";"No Cancelado"
"111088770";"118596209";111088770;"14-04-2017 10:44:57";"115";"No Cancelado"
"111128945";"118596387";111128945;"14-04-2017 12:00:21";"10";"No Cancelado"
"111110502";"118596034";111110502;"14-04-2017 10:24:25";"20";"No Cancelado"
"111078344";"118596039";111078344;"14-04-2017 10:24:55";"20";"No Cancelado"
"111085091";"118596040";111085091;"14-04-2017 10:25:00";"20";"No Cancelado"
"111088524";"118596042";111088524;"14-04-2017 10:25:10";"20";"No Cancelado"
"111090121";"118596046";111090121;"14-04-2017 10:25:35";"20";"No Cancelado"
"111144718";"118596384";111144718;"14-04-2017 12:00:16";"24374";"No Cancelado"
"111095305";"118596358";111095305;"14-04-2017 11:58:41";"10";"No Cancelado"
"111144718";"118596385";111144718;"14-04-2017 12:00:16";"24440";"No Cancelado"
"111095910";"118596417";111095910;"14-04-2017 12:00:44";"88";"No Cancelado"
"111143259";"118596381";111143259;"14-04-2017 12:00:16";"24440";"No Cancelado"
"111080081";"118596140";111080081;"14-04-2017 10:37:56";"22";"No Cancelado"
"111089372";"118596182";111089372;"14-04-2017 10:41:46";"106";"No Cancelado"
"111085771";"118596184";111085771;"14-04-2017 10:42:01";"106";"No Cancelado"
"111089400";"118596185";111089400;"14-04-2017 10:42:16";"106";"No Cancelado"
"111079795";"118596203";111079795;"14-04-2017 10:43:51";"115";"No Cancelado"
"111084929";"118596205";111084929;"14-04-2017 10:44:37";"115";"No Cancelado"
"111144718";"118596386";111144718;"14-04-2017 12:00:16";"22593";"No Cancelado"
"111076897";"118596407";111076897;"14-04-2017 12:00:44";"115";"No Cancelado"
"111085084";"118596395";111085084;"14-04-2017 12:00:44";"115";"No Cancelado"
"20170413003293796935";"118596382";111144332;"14-04-2017 12:00:16";"32240";"No Cancelado"
"111076381";"118596060";111076381;"14-04-2017 10:27:25";"9";"No Cancelado"
"111084760";"118596062";111084760;"14-04-2017 10:27:35";"9";"No Cancelado"
"111086499";"118596063";111086499;"14-04-2017 10:27:40";"9";"No Cancelado"
"111077905";"118596364";111077905;"14-04-2017 11:59:36";"10";"No Cancelado"
"111095310";"118596028";111095310;"14-04-2017 10:23:50";"20";"No Cancelado"
"111109225";"118596029";111109225;"14-04-2017 10:23:55";"20";"No Cancelado"
"102170304";"118596030";111107385;"14-04-2017 10:24:00";"20";"No Cancelado"
"111077916";"118596414";111077916;"14-04-2017 12:00:44";"88";"No Cancelado"
"20170412003293770698";"118596424";111086679;"14-04-2017 12:00:44";"89";"No Cancelado"
