RELNUM;POMUMB;INUMBR;RELBL5;CANTIDAD_COMP1;CANTIDAD_COMP2;FECHA_INGRESO;
1.1485812E8;607642.0;7.1728902E8;121420814;1;1;20171023
1.14836752E8;607402.0;1.6149E8;121413076;1;1;20171023
1.14861248E8;607925.0;5.34516992E8;121426899;2;2;20171023
1.148508E8;607444.0;4.94896992E8;121413118;1;1;20171023
1.14851056E8;607445.0;6.8124602E8;121413119;1;1;20171023
1.1483324E8;607852.0;2.12902992E8;121426733;1;1;20171023
1.14854472E8;607520.0;5.8164602E8;121416027;1;1;20171023
2.0171022E19;607553.0;6.81192E8;121418585;1;1;20171023
1.14848256E8;607349.0;1.29305E8;121410958;1;1;20171023
1.14848128E8;607334.0;6.3376698E8;121410943;1;1;20171023
1.14848392E8;607338.0;2.28146E8;121410947;1;1;20171023
1.1486432E8;607916.0;8.3248698E8;121426890;170;170;20171023
1.14848304E8;607336.0;6.8676602E8;121410945;1;1;20171023
1.1485072E8;607388.0;3.86607008E8;121413062;1;1;20171023
1.14859344E8;607832.0;5.33338016E8;121426714;1;1;20171023
1.14851024E8;607431.0;1.85336992E8;121413105;1;1;20171023
1.14681632E8;607699.0;1.85336992E8;121421404;1;1;20171023
1.14861888E8;607760.0;8.5732102E8;121423395;1;1;20171023
1.0716088E8;607354.0;5.34828E8;121410963;1;1;20171023
1.14862936E8;607840.0;1.41080992E8;121426722;1;1;20171023
1.14859464E8;607647.0;1.18118E8;121420819;1;1;20171023
1.14856536E8;607867.0;3.11364992E8;121426748;4;4;20171023
1.14840808E8;607439.0;3.60449984E8;121413113;1;1;20171023
1.14801216E8;607571.0;1.28258E8;121420286;1;1;20171023
1.14840912E8;607432.0;3.02204992E8;121413106;1;1;20171023
1.14861648E8;607738.0;1.19731E8;121423373;1;1;20171023
1.14841056E8;607247.0;9.3641798E8;121404031;1;1;20171023
1.1470884E8;607698.0;2.57842992E8;121421400;1;1;20171023
2.0171022E19;607507.0;9.4203699E8;121416014;1;1;20171023
1.148404E8;607244.0;1.81860992E8;121404028;1;1;20171023
1.14866024E8;607855.0;3.38370016E8;121426736;1;1;20171023
1.14859632E8;607736.0;3.62279008E8;121423371;1;1;20171023
1.14864264E8;607884.0;8.3248698E8;121426805;133;133;20171023
1.14840568E8;607218.0;1.97004E8;121404002;1;1;20171023
2.0171022E19;607671.0;4.63842016E8;121420843;1;1;20171023
1.14862944E8;607734.0;2.09131008E8;121423369;2;2;20171023
1.14863168E8;607826.0;3.60283008E8;121426708;1;1;20171023
1.14865608E8;607903.0;1.00209E8;121426855;1;1;20171023
1.14851776E8;607495.0;3.60449984E8;121416002;1;1;20171023
1.14865608E8;607924.0;7.1728902E8;121426898;1;1;20171023
1.148392E8;607894.0;5.34547008E8;121426817;1;1;20171023
2.0171022E19;607663.0;4.39055008E8;121420835;1;1;20171023
1.14859144E8;607875.0;4.06628E8;121426777;1;1;20171023
1.1485912E8;607877.0;5.8524998E8;121426783;1;1;20171023
1.14840656E8;607424.0;9.0430099E8;121413098;1;1;20171023
2.0171022E19;607640.0;3.60244992E8;121420812;1;1;20171023
1.14866032E8;607844.0;7.4910701E8;121426726;1;1;20171023
2.0171022E19;607537.0;1.79021008E8;121418569;1;1;20171023
2.0171022E19;607548.0;5.4209402E8;121418580;1;1;20171023
1.14858112E8;607638.0;3.11368E8;121420810;1;1;20171023
1.148656E8;607950.0;7.27424E8;121426944;1;1;20171023
2.0171022E19;607492.0;1.35772992E8;121415999;1;1;20171023
2.0171022E19;607555.0;5.34531008E8;121418587;1;1;20171023
1.14861432E8;607758.0;7.1728902E8;121423393;1;1;20171023
1.14840864E8;607394.0;1.85078E8;121413068;1;1;20171023
1.14850608E8;607390.0;9.5252102E8;121413064;1;1;20171023
1.14841112E8;607373.0;5.34699008E8;121413047;1;1;20171023
2.0171022E19;607669.0;8.7066598E8;121420841;1;1;20171023
2.0171022E19;607900.0;5.4304102E8;121426852;1;1;20171023
2.0171022E19;607764.0;1.62431008E8;121423399;1;1;20171023
1.14863328E8;607952.0;4.05053984E8;121426946;1;1;20171023
1.1484052E8;607415.0;1.18161E8;121413089;1;1;20171023
1.14859456E8;607665.0;1.4288E8;121420837;1;1;20171023
1.14840672E8;607438.0;1.52088992E8;121413112;1;1;20171023
2.0171022E19;607671.0;4.63842016E8;121420843;1;1;20171023
1.14856168E8;607556.0;7.1798202E8;121418588;1;1;20171023
1.14858912E8;607650.0;7.1798701E8;121420822;1;1;20171023
1.14835848E8;607757.0;9.4703302E8;121423392;1;1;20171023
